expression,side,n,horizon_degrees,warning_count,warning_rate,A_before_B_count,A_before_B_rate,median_lead,primary_eligible
+10,left,2,1,0,0.0,2,1.0,32.5,False
+10,left,2,2,0,0.0,2,1.0,32.5,False
+10,left,2,3,0,0.0,2,1.0,32.5,False
+10,left,2,5,0,0.0,2,1.0,32.5,False
+10,left,2,7,0,0.0,2,1.0,32.5,False
+10,left,2,10,0,0.0,2,1.0,32.5,False
+10,left,2,15,1,0.5,2,1.0,32.5,False
+10,left,2,20,1,0.5,2,1.0,32.5,False
+10,left,2,25,1,0.5,2,1.0,32.5,False
+10,left,2,30,1,0.5,2,1.0,32.5,False
+10,left,2,40,1,0.5,2,1.0,32.5,False
+10,left,2,50,1,0.5,2,1.0,32.5,False
+10,right,2,1,0,0.0,2,1.0,33.5,False
+10,right,2,2,0,0.0,2,1.0,33.5,False
+10,right,2,3,0,0.0,2,1.0,33.5,False
+10,right,2,5,0,0.0,2,1.0,33.5,False
+10,right,2,7,0,0.0,2,1.0,33.5,False
+10,right,2,10,0,0.0,2,1.0,33.5,False
+10,right,2,15,1,0.5,2,1.0,33.5,False
+10,right,2,20,1,0.5,2,1.0,33.5,False
+10,right,2,25,1,0.5,2,1.0,33.5,False
+10,right,2,30,1,0.5,2,1.0,33.5,False
+10,right,2,40,1,0.5,2,1.0,33.5,False
+10,right,2,50,1,0.5,2,1.0,33.5,False
+20,left,2,1,0,0.0,2,1.0,9.5,False
+20,left,2,2,0,0.0,2,1.0,9.5,False
+20,left,2,3,0,0.0,2,1.0,9.5,False
+20,left,2,5,0,0.0,2,1.0,9.5,False
+20,left,2,7,0,0.0,2,1.0,9.5,False
+20,left,2,10,1,0.5,2,1.0,9.5,False
+20,left,2,15,2,1.0,2,1.0,9.5,False
+20,left,2,20,2,1.0,2,1.0,9.5,False
+20,left,2,25,2,1.0,2,1.0,9.5,False
+20,left,2,30,2,1.0,2,1.0,9.5,False
+20,left,2,40,2,1.0,2,1.0,9.5,False
+20,left,2,50,2,1.0,2,1.0,9.5,False
+20,right,2,1,0,0.0,2,1.0,15.5,False
+20,right,2,2,0,0.0,2,1.0,15.5,False
+20,right,2,3,0,0.0,2,1.0,15.5,False
+20,right,2,5,0,0.0,2,1.0,15.5,False
+20,right,2,7,0,0.0,2,1.0,15.5,False
+20,right,2,10,0,0.0,2,1.0,15.5,False
+20,right,2,15,1,0.5,2,1.0,15.5,False
+20,right,2,20,2,1.0,2,1.0,15.5,False
+20,right,2,25,2,1.0,2,1.0,15.5,False
+20,right,2,30,2,1.0,2,1.0,15.5,False
+20,right,2,40,2,1.0,2,1.0,15.5,False
+20,right,2,50,2,1.0,2,1.0,15.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,1,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,2,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,3,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,5,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,7,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,10,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,15,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,20,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,25,0,0.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,30,1,0.5,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,40,2,1.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,left,2,50,2,1.0,2,1.0,28.5,False
+20_ZMouth Open Horizontal And Vertical,right,2,1,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,2,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,3,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,5,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,7,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,10,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,15,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,20,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,25,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,30,0,0.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,40,2,1.0,2,1.0,32.0,False
+20_ZMouth Open Horizontal And Vertical,right,2,50,2,1.0,2,1.0,32.0,False
+30,left,2,1,0,0.0,2,1.0,42.0,False
+30,left,2,2,0,0.0,2,1.0,42.0,False
+30,left,2,3,0,0.0,2,1.0,42.0,False
+30,left,2,5,0,0.0,2,1.0,42.0,False
+30,left,2,7,0,0.0,2,1.0,42.0,False
+30,left,2,10,0,0.0,2,1.0,42.0,False
+30,left,2,15,0,0.0,2,1.0,42.0,False
+30,left,2,20,0,0.0,2,1.0,42.0,False
+30,left,2,25,1,0.5,2,1.0,42.0,False
+30,left,2,30,1,0.5,2,1.0,42.0,False
+30,left,2,40,1,0.5,2,1.0,42.0,False
+30,left,2,50,1,0.5,2,1.0,42.0,False
+30,right,2,1,0,0.0,2,1.0,46.5,False
+30,right,2,2,0,0.0,2,1.0,46.5,False
+30,right,2,3,0,0.0,2,1.0,46.5,False
+30,right,2,5,0,0.0,2,1.0,46.5,False
+30,right,2,7,0,0.0,2,1.0,46.5,False
+30,right,2,10,0,0.0,2,1.0,46.5,False
+30,right,2,15,0,0.0,2,1.0,46.5,False
+30,right,2,20,0,0.0,2,1.0,46.5,False
+30,right,2,25,0,0.0,2,1.0,46.5,False
+30,right,2,30,1,0.5,2,1.0,46.5,False
+30,right,2,40,1,0.5,2,1.0,46.5,False
+30,right,2,50,1,0.5,2,1.0,46.5,False
+40,left,2,1,0,0.0,2,1.0,34.0,False
+40,left,2,2,0,0.0,2,1.0,34.0,False
+40,left,2,3,0,0.0,2,1.0,34.0,False
+40,left,2,5,0,0.0,2,1.0,34.0,False
+40,left,2,7,1,0.5,2,1.0,34.0,False
+40,left,2,10,1,0.5,2,1.0,34.0,False
+40,left,2,15,1,0.5,2,1.0,34.0,False
+40,left,2,20,1,0.5,2,1.0,34.0,False
+40,left,2,25,1,0.5,2,1.0,34.0,False
+40,left,2,30,1,0.5,2,1.0,34.0,False
+40,left,2,40,1,0.5,2,1.0,34.0,False
+40,left,2,50,1,0.5,2,1.0,34.0,False
+40,right,2,1,0,0.0,2,1.0,40.5,False
+40,right,2,2,0,0.0,2,1.0,40.5,False
+40,right,2,3,0,0.0,2,1.0,40.5,False
+40,right,2,5,0,0.0,2,1.0,40.5,False
+40,right,2,7,0,0.0,2,1.0,40.5,False
+40,right,2,10,0,0.0,2,1.0,40.5,False
+40,right,2,15,1,0.5,2,1.0,40.5,False
+40,right,2,20,1,0.5,2,1.0,40.5,False
+40,right,2,25,1,0.5,2,1.0,40.5,False
+40,right,2,30,1,0.5,2,1.0,40.5,False
+40,right,2,40,1,0.5,2,1.0,40.5,False
+40,right,2,50,1,0.5,2,1.0,40.5,False
+50,left,2,1,0,0.0,2,1.0,40.5,False
+50,left,2,2,0,0.0,2,1.0,40.5,False
+50,left,2,3,0,0.0,2,1.0,40.5,False
+50,left,2,5,0,0.0,2,1.0,40.5,False
+50,left,2,7,0,0.0,2,1.0,40.5,False
+50,left,2,10,0,0.0,2,1.0,40.5,False
+50,left,2,15,0,0.0,2,1.0,40.5,False
+50,left,2,20,1,0.5,2,1.0,40.5,False
+50,left,2,25,1,0.5,2,1.0,40.5,False
+50,left,2,30,1,0.5,2,1.0,40.5,False
+50,left,2,40,1,0.5,2,1.0,40.5,False
+50,left,2,50,1,0.5,2,1.0,40.5,False
+50,right,2,1,0,0.0,2,1.0,40.5,False
+50,right,2,2,0,0.0,2,1.0,40.5,False
+50,right,2,3,0,0.0,2,1.0,40.5,False
+50,right,2,5,0,0.0,2,1.0,40.5,False
+50,right,2,7,0,0.0,2,1.0,40.5,False
+50,right,2,10,0,0.0,2,1.0,40.5,False
+50,right,2,15,0,0.0,2,1.0,40.5,False
+50,right,2,20,1,0.5,2,1.0,40.5,False
+50,right,2,25,1,0.5,2,1.0,40.5,False
+50,right,2,30,1,0.5,2,1.0,40.5,False
+50,right,2,40,1,0.5,2,1.0,40.5,False
+50,right,2,50,1,0.5,2,1.0,40.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,1,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,2,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,3,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,5,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,7,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,10,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,15,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,20,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,25,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,30,0,0.0,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,40,1,0.5,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,left,2,50,1,0.5,2,1.0,46.5,False
+50_ZMouth Open Horizontal And Vertical,right,2,1,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,2,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,3,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,5,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,7,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,10,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,15,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,20,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,25,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,30,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,40,0,0.0,2,1.0,53.0,False
+50_ZMouth Open Horizontal And Vertical,right,2,50,1,0.5,2,1.0,53.0,False
-10,left,2,1,0,0.0,2,1.0,11.5,False
-10,left,2,2,0,0.0,2,1.0,11.5,False
-10,left,2,3,0,0.0,2,1.0,11.5,False
-10,left,2,5,0,0.0,2,1.0,11.5,False
-10,left,2,7,0,0.0,2,1.0,11.5,False
-10,left,2,10,0,0.0,2,1.0,11.5,False
-10,left,2,15,2,1.0,2,1.0,11.5,False
-10,left,2,20,2,1.0,2,1.0,11.5,False
-10,left,2,25,2,1.0,2,1.0,11.5,False
-10,left,2,30,2,1.0,2,1.0,11.5,False
-10,left,2,40,2,1.0,2,1.0,11.5,False
-10,left,2,50,2,1.0,2,1.0,11.5,False
-10,right,2,1,0,0.0,2,1.0,32.5,False
-10,right,2,2,0,0.0,2,1.0,32.5,False
-10,right,2,3,0,0.0,2,1.0,32.5,False
-10,right,2,5,0,0.0,2,1.0,32.5,False
-10,right,2,7,0,0.0,2,1.0,32.5,False
-10,right,2,10,0,0.0,2,1.0,32.5,False
-10,right,2,15,1,0.5,2,1.0,32.5,False
-10,right,2,20,1,0.5,2,1.0,32.5,False
-10,right,2,25,1,0.5,2,1.0,32.5,False
-10,right,2,30,1,0.5,2,1.0,32.5,False
-10,right,2,40,1,0.5,2,1.0,32.5,False
-10,right,2,50,1,0.5,2,1.0,32.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,1,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,2,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,3,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,5,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,7,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,10,0,0.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,15,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,20,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,25,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,30,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,40,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,left,2,50,2,1.0,2,1.0,13.5,False
-10_ZMouth Open Horizontal And Vertical,right,2,1,0,0.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,2,0,0.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,3,0,0.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,5,0,0.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,7,0,0.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,10,1,0.5,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,15,1,0.5,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,20,2,1.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,25,2,1.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,30,2,1.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,40,2,1.0,2,1.0,14.0,False
-10_ZMouth Open Horizontal And Vertical,right,2,50,2,1.0,2,1.0,14.0,False
-20,left,2,1,0,0.0,2,1.0,12.0,False
-20,left,2,2,0,0.0,2,1.0,12.0,False
-20,left,2,3,0,0.0,2,1.0,12.0,False
-20,left,2,5,0,0.0,2,1.0,12.0,False
-20,left,2,7,1,0.5,2,1.0,12.0,False
-20,left,2,10,1,0.5,2,1.0,12.0,False
-20,left,2,15,1,0.5,2,1.0,12.0,False
-20,left,2,20,2,1.0,2,1.0,12.0,False
-20,left,2,25,2,1.0,2,1.0,12.0,False
-20,left,2,30,2,1.0,2,1.0,12.0,False
-20,left,2,40,2,1.0,2,1.0,12.0,False
-20,left,2,50,2,1.0,2,1.0,12.0,False
-20,right,2,1,0,0.0,2,1.0,21.0,False
-20,right,2,2,0,0.0,2,1.0,21.0,False
-20,right,2,3,0,0.0,2,1.0,21.0,False
-20,right,2,5,0,0.0,2,1.0,21.0,False
-20,right,2,7,0,0.0,2,1.0,21.0,False
-20,right,2,10,1,0.5,2,1.0,21.0,False
-20,right,2,15,1,0.5,2,1.0,21.0,False
-20,right,2,20,1,0.5,2,1.0,21.0,False
-20,right,2,25,1,0.5,2,1.0,21.0,False
-20,right,2,30,1,0.5,2,1.0,21.0,False
-20,right,2,40,2,1.0,2,1.0,21.0,False
-20,right,2,50,2,1.0,2,1.0,21.0,False
-20_ZMouth Open Horizontal And Vertical,left,2,1,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,2,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,3,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,5,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,7,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,10,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,15,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,20,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,25,0,0.0,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,30,1,0.5,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,40,1,0.5,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,left,2,50,1,0.5,2,1.0,40.5,False
-20_ZMouth Open Horizontal And Vertical,right,2,1,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,2,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,3,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,5,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,7,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,10,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,15,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,20,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,25,0,0.0,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,30,1,0.5,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,40,1,0.5,2,1.0,37.0,False
-20_ZMouth Open Horizontal And Vertical,right,2,50,2,1.0,2,1.0,37.0,False
-30,left,2,1,0,0.0,1,0.5,26.0,False
-30,left,2,2,0,0.0,1,0.5,26.0,False
-30,left,2,3,0,0.0,1,0.5,26.0,False
-30,left,2,5,0,0.0,1,0.5,26.0,False
-30,left,2,7,0,0.0,1,0.5,26.0,False
-30,left,2,10,0,0.0,1,0.5,26.0,False
-30,left,2,15,0,0.0,1,0.5,26.0,False
-30,left,2,20,0,0.0,1,0.5,26.0,False
-30,left,2,25,0,0.0,1,0.5,26.0,False
-30,left,2,30,0,0.0,1,0.5,26.0,False
-30,left,2,40,0,0.0,1,0.5,26.0,False
-30,left,2,50,0,0.0,1,0.5,26.0,False
-30,right,2,1,0,0.0,2,1.0,31.0,False
-30,right,2,2,0,0.0,2,1.0,31.0,False
-30,right,2,3,0,0.0,2,1.0,31.0,False
-30,right,2,5,0,0.0,2,1.0,31.0,False
-30,right,2,7,0,0.0,2,1.0,31.0,False
-30,right,2,10,1,0.5,2,1.0,31.0,False
-30,right,2,15,1,0.5,2,1.0,31.0,False
-30,right,2,20,1,0.5,2,1.0,31.0,False
-30,right,2,25,1,0.5,2,1.0,31.0,False
-30,right,2,30,1,0.5,2,1.0,31.0,False
-30,right,2,40,1,0.5,2,1.0,31.0,False
-30,right,2,50,1,0.5,2,1.0,31.0,False
-40,left,2,1,0,0.0,2,1.0,37.0,False
-40,left,2,2,0,0.0,2,1.0,37.0,False
-40,left,2,3,0,0.0,2,1.0,37.0,False
-40,left,2,5,0,0.0,2,1.0,37.0,False
-40,left,2,7,0,0.0,2,1.0,37.0,False
-40,left,2,10,1,0.5,2,1.0,37.0,False
-40,left,2,15,1,0.5,2,1.0,37.0,False
-40,left,2,20,1,0.5,2,1.0,37.0,False
-40,left,2,25,1,0.5,2,1.0,37.0,False
-40,left,2,30,1,0.5,2,1.0,37.0,False
-40,left,2,40,1,0.5,2,1.0,37.0,False
-40,left,2,50,1,0.5,2,1.0,37.0,False
-40,right,2,1,0,0.0,2,1.0,35.5,False
-40,right,2,2,0,0.0,2,1.0,35.5,False
-40,right,2,3,0,0.0,2,1.0,35.5,False
-40,right,2,5,0,0.0,2,1.0,35.5,False
-40,right,2,7,0,0.0,2,1.0,35.5,False
-40,right,2,10,0,0.0,2,1.0,35.5,False
-40,right,2,15,1,0.5,2,1.0,35.5,False
-40,right,2,20,1,0.5,2,1.0,35.5,False
-40,right,2,25,1,0.5,2,1.0,35.5,False
-40,right,2,30,1,0.5,2,1.0,35.5,False
-40,right,2,40,1,0.5,2,1.0,35.5,False
-40,right,2,50,1,0.5,2,1.0,35.5,False
-50,left,2,1,0,0.0,2,1.0,38.5,False
-50,left,2,2,0,0.0,2,1.0,38.5,False
-50,left,2,3,0,0.0,2,1.0,38.5,False
-50,left,2,5,0,0.0,2,1.0,38.5,False
-50,left,2,7,0,0.0,2,1.0,38.5,False
-50,left,2,10,1,0.5,2,1.0,38.5,False
-50,left,2,15,1,0.5,2,1.0,38.5,False
-50,left,2,20,1,0.5,2,1.0,38.5,False
-50,left,2,25,1,0.5,2,1.0,38.5,False
-50,left,2,30,1,0.5,2,1.0,38.5,False
-50,left,2,40,1,0.5,2,1.0,38.5,False
-50,left,2,50,1,0.5,2,1.0,38.5,False
-50,right,2,1,0,0.0,2,1.0,36.5,False
-50,right,2,2,0,0.0,2,1.0,36.5,False
-50,right,2,3,0,0.0,2,1.0,36.5,False
-50,right,2,5,0,0.0,2,1.0,36.5,False
-50,right,2,7,0,0.0,2,1.0,36.5,False
-50,right,2,10,0,0.0,2,1.0,36.5,False
-50,right,2,15,1,0.5,2,1.0,36.5,False
-50,right,2,20,1,0.5,2,1.0,36.5,False
-50,right,2,25,1,0.5,2,1.0,36.5,False
-50,right,2,30,1,0.5,2,1.0,36.5,False
-50,right,2,40,1,0.5,2,1.0,36.5,False
-50,right,2,50,1,0.5,2,1.0,36.5,False
-60,left,2,1,0,0.0,2,1.0,15.5,False
-60,left,2,2,0,0.0,2,1.0,15.5,False
-60,left,2,3,0,0.0,2,1.0,15.5,False
-60,left,2,5,0,0.0,2,1.0,15.5,False
-60,left,2,7,0,0.0,2,1.0,15.5,False
-60,left,2,10,0,0.0,2,1.0,15.5,False
-60,left,2,15,1,0.5,2,1.0,15.5,False
-60,left,2,20,2,1.0,2,1.0,15.5,False
-60,left,2,25,2,1.0,2,1.0,15.5,False
-60,left,2,30,2,1.0,2,1.0,15.5,False
-60,left,2,40,2,1.0,2,1.0,15.5,False
-60,left,2,50,2,1.0,2,1.0,15.5,False
-60,right,2,1,0,0.0,2,1.0,19.0,False
-60,right,2,2,0,0.0,2,1.0,19.0,False
-60,right,2,3,0,0.0,2,1.0,19.0,False
-60,right,2,5,0,0.0,2,1.0,19.0,False
-60,right,2,7,0,0.0,2,1.0,19.0,False
-60,right,2,10,0,0.0,2,1.0,19.0,False
-60,right,2,15,0,0.0,2,1.0,19.0,False
-60,right,2,20,2,1.0,2,1.0,19.0,False
-60,right,2,25,2,1.0,2,1.0,19.0,False
-60,right,2,30,2,1.0,2,1.0,19.0,False
-60,right,2,40,2,1.0,2,1.0,19.0,False
-60,right,2,50,2,1.0,2,1.0,19.0,False
0,left,2,1,0,0.0,2,1.0,15.0,False
0,left,2,2,0,0.0,2,1.0,15.0,False
0,left,2,3,0,0.0,2,1.0,15.0,False
0,left,2,5,0,0.0,2,1.0,15.0,False
0,left,2,7,0,0.0,2,1.0,15.0,False
0,left,2,10,1,0.5,2,1.0,15.0,False
0,left,2,15,1,0.5,2,1.0,15.0,False
0,left,2,20,1,0.5,2,1.0,15.0,False
0,left,2,25,2,1.0,2,1.0,15.0,False
0,left,2,30,2,1.0,2,1.0,15.0,False
0,left,2,40,2,1.0,2,1.0,15.0,False
0,left,2,50,2,1.0,2,1.0,15.0,False
0,right,2,1,0,0.0,2,1.0,21.0,False
0,right,2,2,0,0.0,2,1.0,21.0,False
0,right,2,3,0,0.0,2,1.0,21.0,False
0,right,2,5,0,0.0,2,1.0,21.0,False
0,right,2,7,0,0.0,2,1.0,21.0,False
0,right,2,10,0,0.0,2,1.0,21.0,False
0,right,2,15,0,0.0,2,1.0,21.0,False
0,right,2,20,1,0.5,2,1.0,21.0,False
0,right,2,25,1,0.5,2,1.0,21.0,False
0,right,2,30,2,1.0,2,1.0,21.0,False
0,right,2,40,2,1.0,2,1.0,21.0,False
0,right,2,50,2,1.0,2,1.0,21.0,False
Angry,left,10,1,0,0.0,10,1.0,14.5,True
Angry,left,10,2,0,0.0,10,1.0,14.5,True
Angry,left,10,3,1,0.1,10,1.0,14.5,True
Angry,left,10,5,2,0.2,10,1.0,14.5,True
Angry,left,10,7,4,0.4,10,1.0,14.5,True
Angry,left,10,10,4,0.4,10,1.0,14.5,True
Angry,left,10,15,5,0.5,10,1.0,14.5,True
Angry,left,10,20,7,0.7,10,1.0,14.5,True
Angry,left,10,25,9,0.9,10,1.0,14.5,True
Angry,left,10,30,9,0.9,10,1.0,14.5,True
Angry,left,10,40,9,0.9,10,1.0,14.5,True
Angry,left,10,50,9,0.9,10,1.0,14.5,True
Angry,right,10,1,1,0.1,10,1.0,14.0,True
Angry,right,10,2,1,0.1,10,1.0,14.0,True
Angry,right,10,3,1,0.1,10,1.0,14.0,True
Angry,right,10,5,2,0.2,10,1.0,14.0,True
Angry,right,10,7,2,0.2,10,1.0,14.0,True
Angry,right,10,10,3,0.3,10,1.0,14.0,True
Angry,right,10,15,5,0.5,10,1.0,14.0,True
Angry,right,10,20,8,0.8,10,1.0,14.0,True
Angry,right,10,25,8,0.8,10,1.0,14.0,True
Angry,right,10,30,8,0.8,10,1.0,14.0,True
Angry,right,10,40,10,1.0,10,1.0,14.0,True
Angry,right,10,50,10,1.0,10,1.0,14.0,True
Anguish,left,2,1,0,0.0,2,1.0,4.0,False
Anguish,left,2,2,0,0.0,2,1.0,4.0,False
Anguish,left,2,3,1,0.5,2,1.0,4.0,False
Anguish,left,2,5,2,1.0,2,1.0,4.0,False
Anguish,left,2,7,2,1.0,2,1.0,4.0,False
Anguish,left,2,10,2,1.0,2,1.0,4.0,False
Anguish,left,2,15,2,1.0,2,1.0,4.0,False
Anguish,left,2,20,2,1.0,2,1.0,4.0,False
Anguish,left,2,25,2,1.0,2,1.0,4.0,False
Anguish,left,2,30,2,1.0,2,1.0,4.0,False
Anguish,left,2,40,2,1.0,2,1.0,4.0,False
Anguish,left,2,50,2,1.0,2,1.0,4.0,False
Anguish,right,2,1,0,0.0,2,1.0,17.0,False
Anguish,right,2,2,0,0.0,2,1.0,17.0,False
Anguish,right,2,3,0,0.0,2,1.0,17.0,False
Anguish,right,2,5,0,0.0,2,1.0,17.0,False
Anguish,right,2,7,0,0.0,2,1.0,17.0,False
Anguish,right,2,10,0,0.0,2,1.0,17.0,False
Anguish,right,2,15,1,0.5,2,1.0,17.0,False
Anguish,right,2,20,1,0.5,2,1.0,17.0,False
Anguish,right,2,25,2,1.0,2,1.0,17.0,False
Anguish,right,2,30,2,1.0,2,1.0,17.0,False
Anguish,right,2,40,2,1.0,2,1.0,17.0,False
Anguish,right,2,50,2,1.0,2,1.0,17.0,False
Animosity Growl,left,2,1,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,2,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,3,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,5,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,7,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,10,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,15,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,20,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,25,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,30,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,40,0,0.0,1,0.5,25.5,False
Animosity Growl,left,2,50,0,0.0,1,0.5,25.5,False
Animosity Growl,right,2,1,0,0.0,2,1.0,40.0,False
Animosity Growl,right,2,2,0,0.0,2,1.0,40.0,False
Animosity Growl,right,2,3,0,0.0,2,1.0,40.0,False
